gene_name	gene_id	biotype	start	stop	HG002	HG003	HG004	HG005	HG01106	HG01258	HG01928	HG02055	HG02630	HG03492	HG03579	IHW09021	IHW09049	IHW09071	IHW09117	IHW09118	IHW09122	IHW09125	IHW09175	IHW09198	IHW09200	IHW09224	IHW09245	IHW09251	IHW09359	IHW09364	IHW09409	NA19240	NA20129	NA21309	NA24694	NA24695
C2-AS1	ENSG00000281756	lncRNA	31934473	31941724	156.47	136.7	100.04	76.29	118.28	125.73	109.05	100.54	82.61	94.72	38.64	89.03	162.66	38.79	225.52	44.25	247.85	170.17	92.47	105.62	136.39	168.53	19.95	96.26	241.92	22.37	87.62	72.68	138.16	120.7	114.52	29.26
CFB	ENSG00000243649	protein_coding	31945649	31952086	351.95	271.66	195.75	160.06	269.99	260.58	258.65	219.39	143.41	193.61	72.12	141.41	311.66	80.69	379.07	89.03	384.94	311.05	166.77	212.09	238.57	335.68	42.39	166.3	444.45	55.43	199.7	118.93	308.67	228.95	240.21	144.01
NELFE	ENSG00000204356	protein_coding	31952086	31959038	311.44	231.83	164.46	135.96	231.13	234.27	168.76	182.37	118.89	185.21	57.28	137.34	257.55	74.43	318.02	75.65	360.68	241.37	119.08	183.99	237.93	273.15	33.5	134.27	346.81	61.65	158.67	107.29	280.27	197.11	221.51	97.72
MIR1236	ENSG00000284446	miRNA	31956838	31956940	239.53	186.43	117.41	112.16	178.52	177.25	115.58	148.49	101.73	107.96	39.32	112.22	182.13	63.4	248.03	76.91	325.1	178.6	100.12	144.01	241.32	200.4	23.09	92.16	265.93	62.05	119.07	84.24	224.12	154.88	178.85	63.77
SKIC2	ENSG00000204351	protein_coding	31959115	31969818	382.6	279.24	214.4	148.97	286.81	291.45	252.09	219.14	154.81	210.88	80.97	173.02	358.97	113.47	470.09	90.74	488.42	343.24	188.28	253.6	307.95	360.19	66.71	193.46	487.93	81.37	226.06	123.87	329.63	222.99	272.37	141.34
DXO	ENSG00000204348	protein_coding	31969809	31972290	349.97	279.87	174.23	137.3	242.03	289.55	206.06	159.13	140.8	236.85	83.68	151.74	324.29	92.59	430.49	93.72	481.61	325.71	173.07	228.39	277.29	326.23	47.97	180.21	455.39	56.59	213.39	110.12	309.85	223.92	240.42	119.76
STK19	ENSG00000204344	protein_coding	31971090	31982821	225.64	182.92	114.61	88.35	155.86	180.87	131.55	120.37	98.0	134.04	51.91	84.35	197.2	47.97	234.04	54.3	293.48	183.77	103.31	130.84	168.73	207.77	28.71	112.01	255.84	33.77	123.45	69.73	205.41	146.6	159.37	67.12
C4A	ENSG00000244731	protein_coding	31982056	32002681	96.98	65.74	50.72	46.28	64.01	78.11	73.06	47.78	42.76	50.77	13.16	17.82	101.43	45.68	127.22	32.96	168.97	99.57	72.19	82.33	139.12	93.16	14.54	63.72	153.75	28.47	72.43	15.41	79.16	61.38	91.48	37.87
C4A-AS1	ENSG00000233627	lncRNA	31999975	32003521	81.41	51.85	21.69	46.15	3.16	74.93	65.98	23.85	49.18	18.72	21.25	46.34	63.24	37.86	92.38	17.29	128.65	65.38	38.79	61.13	103.13	66.14	6.68	53.09	186.97	35.09	65.46	25.2	67.28	48.45	85.12	38.76
ENSG00000290788	ENSG00000290788	lncRNA	32005635	32008451	406.31	321.07	126.33	170.96	4.31	331.34	290.29	126.31	176.71	137.56	92.74	235.05	362.87	134.83	471.86	117.52	562.43	389.08	237.08	306.83	560.87	397.54	81.51	340.25	919.51	137.48	407.15	222.99	330.29	244.95	304.84	156.58
CYP21A1P	ENSG00000204338	transcribed_unprocessed_pseudogene	32005688	32008399	406.54	320.46	126.31	170.65	4.3	331.5	290.53	126.18	176.68	137.2	92.47	235.46	362.31	135.66	471.9	118.08	563.38	388.81	236.65	307.49	562.38	397.4	81.91	341.09	919.34	138.1	408.87	223.03	330.07	245.17	305.32	156.56
TNXA	ENSG00000248290	unprocessed_pseudogene	32008613	32012472	393.64	330.62	157.28	157.63	5.92	320.18	230.61	136.92	179.08	146.64	94.0	214.1	392.31	116.08	426.83	126.8	542.11	429.63	265.52	311.24	489.47	368.4	76.62	334.32	908.81	142.65	319.91	204.28	344.39	233.92	304.73	179.82
STK19B	ENSG00000250535	unprocessed_pseudogene	32013269	32013787	479.03	372.65	227.29	168.75	5.0	362.43	350.27	166.05	186.86	294.9	107.04	291.99	509.88	149.14	579.19	179.01	629.52	450.98	304.25	378.57	775.98	513.6	92.67	420.58	996.31	186.24	469.96	238.11	400.55	318.19	347.2	217.91
C4B	ENSG00000224389	protein_coding	32014794	32035418	95.8	66.17	51.9	37.29	6.79	79.28	77.64	38.42	43.66	38.99	23.25	73.87	94.38	34.14	95.17	29.12	163.53	96.22	47.92	90.41	104.12	95.89	12.56	78.95	224.4	42.04	66.34	50.23	66.82	60.29	78.91	42.43
C4B-AS1	ENSG00000229776	lncRNA	32032712	32036258	94.25	57.75	71.12	44.96	62.04	89.83	71.58	59.19	42.55	62.13	24.37	52.53	69.03	37.41	97.83	22.25	139.97	75.5	57.7	80.31	57.14	77.08	10.75	43.32	123.64	22.63	30.78	31.44	73.64	58.67	68.65	52.91
CYP21A2	ENSG00000231852	protein_coding	32038326	32041644	407.38	308.64	312.58	174.52	315.77	311.16	308.15	253.33	158.27	335.28	86.09	211.75	368.4	103.17	532.7	86.18	572.66	378.0	220.5	292.66	371.03	403.53	55.04	243.77	485.02	78.86	246.08	145.58	354.76	271.98	290.0	153.77
TNXB	ENSG00000168477	protein_coding	32041152	32115334	305.63	230.53	171.0	119.82	232.3	225.74	203.39	184.02	125.33	177.85	65.51	146.76	273.09	81.84	379.25	71.05	392.54	277.53	152.66	199.48	264.1	289.25	41.73	169.5	402.59	56.51	171.84	107.57	272.6	186.07	222.97	108.41
RNA5SP206	ENSG00000252512	rRNA_pseudogene	32078507	32078628	250.9	206.45	148.38	108.12	124.16	115.5	179.34	158.25	72.97	120.89	62.45	82.33	156.61	63.2	227.63	38.48	292.82	153.65	98.71	162.77	207.83	160.93	29.94	115.7	299.3	28.75	128.78	77.29	134.43	174.6	129.09	43.29
ENSG00000284829	ENSG00000284829	lncRNA	32098175	32117610	292.04	227.5	164.25	113.73	233.52	219.46	198.5	188.5	120.51	169.61	54.56	124.17	247.0	71.45	326.04	70.05	350.88	256.4	127.4	164.51	228.57	265.82	34.62	144.59	354.83	48.4	148.97	104.09	267.4	181.61	209.48	104.97
ENSG00000286974	ENSG00000286974	lncRNA	32108405	32112849	366.76	268.33	203.12	139.27	288.04	261.91	264.22	255.94	161.41	221.7	67.22	168.19	303.37	83.56	411.62	94.64	428.89	342.5	179.39	207.96	305.71	354.31	27.68	182.46	462.31	55.64	183.52	122.19	319.77	220.64	268.15	149.07
ATF6B	ENSG00000213676	protein_coding	32115263	32128253	242.27	186.14	126.3	87.11	175.38	174.33	139.57	137.72	95.05	123.71	44.07	84.35	201.64	50.02	241.53	42.46	263.09	185.38	88.56	127.66	170.24	192.56	30.46	100.37	241.22	28.76	127.57	77.61	217.09	142.73	162.97	57.56
FKBPL	ENSG00000204315	protein_coding	32128706	32130288	224.17	160.28	103.74	87.99	131.99	130.0	78.16	88.24	78.81	128.5	33.49	73.12	220.66	44.91	240.33	41.54	232.4	172.85	77.33	104.31	191.87	179.82	27.19	88.4	239.17	17.72	105.24	37.38	198.84	136.55	127.18	52.22
PRRT1	ENSG00000204314	protein_coding	32148358	32153083	176.44	142.67	93.66	57.68	128.3	113.8	111.92	105.8	70.61	113.51	40.84	141.5	255.78	62.52	300.96	58.36	339.93	229.4	145.69	163.63	256.05	295.6	32.73	129.09	224.7	33.7	159.93	70.92	154.48	115.88	106.86	52.38
ENSG00000285085	ENSG00000285085	protein_coding	32150494	32154373	208.72	162.18	100.76	74.33	142.31	134.8	131.36	119.51	78.02	127.14	36.18	136.43	245.18	57.48	290.36	54.03	322.52	212.11	140.07	138.35	221.7	265.72	25.87	117.59	239.12	35.54	155.29	67.22	162.25	122.34	126.87	62.36
ENSG00000284954	ENSG00000284954	lncRNA	32152801	32154365	274.64	207.83	130.74	103.28	187.76	183.16	159.51	153.01	100.38	168.91	38.53	133.25	245.38	51.86	291.53	63.02	317.84	200.57	138.22	131.0	217.27	250.53	22.61	116.73	284.85	39.83	155.56	74.4	212.35	145.74	169.57	83.41
PPT2	ENSG00000221988	protein_coding	32153440	32163678	193.17	140.85	97.14	79.69	143.05	148.21	109.03	122.34	83.52	91.94	37.68	79.14	158.62	43.88	221.89	34.41	266.97	149.54	77.11	112.91	147.92	174.64	22.02	81.68	225.29	33.1	99.21	60.27	170.98	103.89	136.97	47.05
PPT2-EGFL8	ENSG00000258388	protein_coding	32153844	32171978	259.51	168.7	122.19	89.68	190.01	184.43	150.34	146.35	101.18	120.89	46.55	101.24	210.61	58.03	303.69	47.15	332.36	202.2	105.36	149.32	190.92	222.07	27.91	124.49	309.99	41.53	127.9	76.18	215.82	133.81	185.19	73.43
EGFL8	ENSG00000241404	protein_coding	32164594	32168281	340.33	178.38	128.62	86.31	227.82	226.47	174.5	160.4	120.66	127.76	53.33	127.09	282.8	79.17	396.74	59.54	432.78	282.13	159.55	199.83	247.73	296.17	33.07	171.53	403.45	47.62	164.64	81.79	276.92	143.94	248.11	82.62
AGPAT1	ENSG00000204310	protein_coding	32168211	32178096	364.64	253.43	184.23	133.51	244.56	250.59	198.85	186.78	135.08	202.88	77.34	152.11	313.59	79.96	413.74	76.19	430.74	287.41	153.82	210.17	279.24	320.01	41.09	183.28	438.58	60.95	189.45	97.88	285.84	211.46	245.09	123.07
MIR6721	ENSG00000284469	miRNA	32170029	32170116	368.39	242.98	187.53	127.91	297.69	244.7	254.3	193.56	138.63	206.49	66.74	151.54	259.54	78.9	449.68	77.13	406.64	270.74	114.77	188.14	237.91	287.49	32.93	203.63	433.61	55.11	176.46	116.18	289.43	206.53	246.29	158.69
RNF5	ENSG00000204308	protein_coding	32178404	32180793	415.08	297.5	176.45	138.57	210.03	283.75	162.62	150.05	147.58	217.79	73.42	159.13	339.57	81.99	445.58	82.76	464.17	356.91	184.24	201.53	272.66	281.53	40.18	188.16	416.13	65.92	196.17	83.56	331.49	201.3	257.7	104.01
MIR6833	ENSG00000277264	miRNA	32179815	32179876	417.1	302.16	188.95	141.92	207.49	275.05	175.33	165.92	140.85	219.44	72.64	162.43	328.8	80.82	449.28	81.11	469.34	366.82	178.48	192.23	275.7	283.28	43.92	175.87	414.33	66.48	208.48	97.18	332.41	208.28	251.25	106.87
AGER	ENSG00000204305	protein_coding	32180967	32184322	375.79	276.29	203.79	122.13	242.31	260.13	225.78	217.31	160.47	177.75	62.63	157.87	278.95	97.15	403.56	76.34	441.08	304.99	166.33	222.1	261.53	298.61	60.26	156.4	387.35	65.53	198.15	109.34	290.12	209.92	265.49	82.67
ENSG00000273333	ENSG00000273333	lncRNA	32184732	32185882	450.33	349.33	209.22	165.24	302.78	290.64	296.44	242.3	172.61	273.38	81.18	161.46	402.91	118.71	465.3	102.4	473.25	393.39	240.57	280.37	335.66	398.28	70.12	200.9	461.1	62.35	227.31	112.26	357.03	257.74	322.74	146.57
PBX2	ENSG00000204304	protein_coding	32184732	32190202	400.1	311.71	198.56	156.29	283.13	289.2	261.28	214.25	163.56	236.82	85.23	162.66	356.53	96.65	428.82	81.24	474.77	321.05	198.97	251.5	307.61	363.41	43.39	183.88	461.48	56.12	209.33	109.78	353.63	246.01	285.25	139.28
GPSM3	ENSG00000213654	protein_coding	32190765	32195523	295.2	223.09	147.16	126.03	201.31	230.02	152.36	141.71	107.61	147.88	50.04	116.8	235.59	55.31	290.91	57.09	364.24	252.86	119.24	155.94	239.49	271.61	24.63	139.95	335.26	40.21	166.63	59.73	274.74	163.82	200.09	83.22
NOTCH4	ENSG00000204301	protein_coding	32194842	32224067	299.76	225.91	155.34	120.33	223.24	225.56	189.81	167.54	119.54	155.41	59.2	172.07	303.78	106.52	393.97	98.52	422.5	288.93	178.84	210.58	263.1	317.26	58.83	192.21	416.95	94.18	201.06	105.68	262.99	179.63	217.42	86.78
TSBP1-AS1	ENSG00000225914	lncRNA	32254639	32407763	219.81	159.5	109.77	82.1	149.66	138.17	119.59	112.64	91.46	123.01	36.17	75.14	183.17	46.19	203.77	42.89	235.2	163.66	73.39	108.33	152.19	178.44	24.89	95.46	205.71	34.21	104.42	70.11	177.13	129.54	135.92	62.01
TSBP1	ENSG00000204296	protein_coding	32288525	32371907	288.3	209.76	142.12	106.69	197.7	179.07	154.94	146.55	119.77	160.15	47.46	96.96	241.06	57.1	262.22	56.38	309.25	210.9	93.91	138.23	198.33	234.12	33.7	127.07	268.47	43.96	136.07	92.41	230.78	167.96	177.32	80.28
HNRNPA1P2	ENSG00000237285	processed_pseudogene	32325218	32326178	290.89	210.14	138.48	110.37	225.98	175.89	165.2	151.4	135.99	157.53	43.4	78.42	218.92	51.34	249.49	41.02	279.73	170.09	91.69	110.58	164.95	171.64	25.6	104.51	209.84	38.77	87.51	89.62	240.73	156.4	175.66	87.38
RNU6-603P	ENSG00000223335	snRNA	32352876	32352983	434.8	354.63	220.21	171.51	323.94	288.83	230.82	251.23	190.49	284.79	75.47	134.99	359.36	74.81	392.22	76.9	472.69	374.3	162.49	221.87	297.27	379.95	57.98	176.43	433.93	65.24	234.61	148.26	373.79	293.97	260.34	133.32
BTNL2	ENSG00000204290	protein_coding	32393338	32407181	368.16	272.13	194.13	148.76	242.54	246.38	210.11	193.04	149.31	202.85	65.38	129.42	299.55	90.23	367.95	73.57	390.22	284.03	137.38	202.33	262.46	309.9	42.56	151.96	338.73	64.04	183.59	126.53	307.95	230.74	232.95	116.87
HLA-DRA	ENSG00000204287	protein_coding	32439877	32445046	24.3	18.92	11.3	7.62	19.85	14.73	16.97	10.69	5.84	21.94	5.92	2.86	25.16	0.19	14.15	1.48	12.15	13.28	6.85	2.61	11.47	10.97	3.13	5.41	28.31	5.17	8.64	9.13	21.93	17.14	12.34	7.32
HLA-DRB9	ENSG00000196301	unprocessed_pseudogene	32459820	32473500	221.9	159.61	114.74	89.75	155.02	165.52	119.43	101.0	106.74	120.16	52.22	82.81	151.16	39.55	176.15	41.77	214.46	138.2	70.73	94.11	117.45	153.9	20.28	85.8	193.87	36.81	94.52	74.55	193.7	135.51	151.75	78.16
HLA-DRB5	ENSG00000198502	protein_coding	32517352	32530287	596.72	556.18	324.52	363.95	504.71	475.29	533.96	338.7	495.72	517.75	188.58	374.52	855.34	145.72	768.47	204.95	1175.71	608.09	496.67	510.07	474.08	952.29	98.3	462.13	884.7	222.91	459.61	342.51	574.98	586.88	592.95	322.37
RNU1-61P	ENSG00000251916	snRNA	32549939	32550090	176.3	113.95	83.79	86.05	120.34	169.01	146.81	49.36	86.83	54.5	38.09	56.26	149.33	1.85	73.28	27.36	260.01	163.83	90.29	140.68	97.05	93.54	29.99	75.09	206.25	54.05	47.64	51.27	99.46	94.16	124.28	69.04
HLA-DRB6	ENSG00000290878	lncRNA	32552712	32560022	844.46	509.48	493.05	276.75	338.71	527.03	432.47	160.2	332.8	481.03	92.5	236.09	816.34	15.56	593.93	207.77	966.81	491.11	462.54	359.92	607.88	766.87	62.45	316.55	1034.65	233.5	318.46	298.5	363.24	480.64	446.29	267.95
HLA-DRB6	ENSG00000229391	transcribed_unprocessed_pseudogene	32553045	32558186	838.91	476.76	482.75	274.1	406.29	559.64	429.81	188.95	347.91	497.83	110.99	281.62	740.22	14.81	529.97	198.1	1036.47	550.01	415.0	402.32	639.12	782.76	68.1	378.7	920.52	192.55	328.71	316.75	420.3	508.89	447.5	273.07
HLA-DRB1	ENSG00000196126	protein_coding	32577901	32589848	1142.84	894.03	644.24	525.52	1100.25	939.96	739.38	749.74	499.46	798.15	402.8	898.95	1177.95	326.71	1443.29	514.43	1792.54	1447.0	725.83	1169.1	1152.36	960.85	245.22	974.16	1648.82	335.11	665.92	501.2	1246.49	892.33	838.13	388.78
HLA-DQA1	ENSG00000196735	protein_coding	32628178	32647062	518.62	375.53	297.09	231.64	365.88	383.76	303.77	302.45	280.96	290.59	102.05	233.69	504.03	150.13	576.24	120.43	686.68	500.21	254.16	399.31	442.13	515.86	96.02	286.19	568.44	111.49	312.86	191.14	421.5	340.49	358.33	176.82
HLA-DQB1	ENSG00000179344	protein_coding	32659466	32668383	962.92	786.18	534.42	340.78	678.71	768.24	444.93	457.28	545.11	676.28	205.42	644.27	1337.43	345.97	1346.85	353.37	1373.68	1185.83	783.39	964.98	1153.36	1038.54	290.66	882.26	1388.05	277.63	793.12	351.04	828.76	670.44	590.38	341.76
HLA-DQB1-AS1	ENSG00000223534	lncRNA	32659879	32660729	1107.16	840.1	662.91	482.03	800.9	759.46	679.56	653.98	437.68	696.45	264.96	593.28	1100.12	380.92	1329.91	349.78	1223.8	1090.52	672.66	782.76	960.75	943.08	199.56	699.24	1463.66	252.42	768.87	407.02	928.22	650.54	771.35	443.08
MTCO3P1	ENSG00000235040	unprocessed_pseudogene	32706123	32706955	3.62	2.99	1.99	0.0	1.0	2.0	0.33	0.8	0.28	2.21	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	1.06	2.0	4.99	0.0	3.0	1.11	1.0	0.0	0.0	0.92	1.0	1.0	0.0
ENSG00000232080	ENSG00000232080	lncRNA	32718004	32719170	0.52	3.66	0.0	0.0	1.66	0.0	0.0	1.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	2.46	3.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99	0.0
HLA-DQB3	ENSG00000226030	unprocessed_pseudogene	32730757	32731695	1.99	1.54	3.29	0.0	5.84	1.99	1.37	1.02	0.0	0.0	0.0	2.12	5.34	0.0	0.72	0.0	2.88	7.31	1.44	3.01	0.0	4.22	0.0	0.0	2.07	1.99	2.25	0.0	0.0	2.99	2.3	1.0
HLA-DQA2	ENSG00000237541	protein_coding	32741390	32747198	758.06	574.96	416.47	313.03	570.64	545.08	480.58	427.41	346.88	438.51	156.97	334.29	671.1	203.43	795.47	160.88	866.06	620.04	326.92	429.61	562.18	680.03	108.78	406.52	841.51	161.92	457.0	298.77	638.37	463.05	502.31	275.28
MIR3135B	ENSG00000263649	miRNA	32749911	32749979	63.65	45.0	37.0	26.0	49.88	64.0	55.13	38.94	38.94	30.84	22.72	50.56	59.51	32.31	58.87	8.0	115.07	69.37	32.76	76.29	48.25	60.82	8.31	43.47	66.72	22.97	31.4	24.0	43.0	48.0	51.97	23.0
HLA-DQB2	ENSG00000232629	protein_coding	32756097	32763532	678.48	541.31	400.5	276.87	512.51	499.02	454.67	423.46	296.23	434.09	136.09	313.46	600.29	150.99	718.57	143.92	804.93	578.35	292.74	392.9	510.96	611.36	89.21	350.56	743.48	119.01	368.33	254.45	562.11	445.47	492.88	261.81
HLA-DOB	ENSG00000241106	protein_coding	32812762	32820466	0.28	0.0	0.0	0.07	0.0	0.41	0.33	0.51	0.59	0.43	0.0	0.0	0.94	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.17	0.0	0.0	0.0	0.0	0.3	0.25	2.27	0.52
ENSG00000250264	ENSG00000250264	protein_coding	32813766	32838822	0.26	0.0	0.23	0.1	0.13	0.17	0.27	0.48	0.83	0.36	0.08	0.0	0.51	0.07	1.27	0.0	0.3	0.0	0.0	0.16	0.0	0.02	0.21	0.05	0.0	0.0	0.0	0.07	0.55	0.04	0.84	0.14
TAP2	ENSG00000204267	protein_coding	32821832	32838739	0.26	0.0	0.33	0.13	0.19	0.06	0.23	0.55	0.86	0.38	0.11	0.0	0.17	0.11	0.39	0.0	0.44	0.0	0.0	0.23	0.0	0.03	0.11	0.0	0.0	0.0	0.0	0.07	0.64	0.0	0.14	0.0
PSMB8	ENSG00000204264	protein_coding	32840716	32844679	0.24	0.0	1.16	0.0	0.0	0.12	2.59	0.0	0.0	0.4	0.22	0.0	0.0	0.0	0.38	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67	0.0	0.0	0.26	0.34	0.0
PSMB8-AS1	ENSG00000204261	lncRNA	32844077	32846500	1.67	0.0	1.19	0.0	0.0	0.0	0.0	0.0	0.36	0.38	0.0	1.49	0.0	0.0	0.0	0.0	1.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	1.37	0.0
PSMB9	ENSG00000240065	protein_coding	32844135	32859851	1.67	0.44	0.7	0.0	0.66	0.24	0.44	0.31	0.38	0.61	0.24	0.92	0.0	0.0	0.35	0.0	0.72	0.55	0.0	0.15	0.61	0.44	0.0	1.16	1.74	0.22	0.13	0.35	0.86	0.3	1.28	0.59
TAP1	ENSG00000168394	protein_coding	32845208	32853816	2.14	0.8	0.4	0.0	0.4	0.02	0.12	0.28	0.4	1.04	0.22	1.13	0.0	0.0	0.38	0.0	0.45	0.76	0.0	0.28	0.0	0.18	0.0	0.62	1.46	0.0	0.24	0.22	0.29	0.23	1.46	0.63
PPP1R2P1	ENSG00000234515	transcribed_processed_pseudogene	32879170	32879848	1.0	0.35	0.0	0.66	1.21	0.0	0.68	0.0	1.0	1.0	1.0	0.53	0.72	0.0	1.17	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.97	0.99	0.0	0.0	0.0
ENSG00000289559	ENSG00000289559	lncRNA	32893196	32894665	0.0	1.0	0.0	1.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.0	2.08	0.0	1.0	0.0	0.0	0.0
ENSG00000289047	ENSG00000289047	lncRNA	32894298	32903758	0.0	0.12	0.0	0.0	0.0	0.07	0.0	0.17	0.03	0.38	0.0	0.0	0.0	0.0	0.85	0.0	0.38	0.0	0.0	0.37	0.0	0.35	0.0	0.14	0.0	0.0	0.0	0.0	0.31	0.59	0.0	0.0
HLA-Z	ENSG00000235301	unprocessed_pseudogene	32896415	32896490	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HLA-DMB	ENSG00000242574	protein_coding	32934628	32941028	0.06	0.0	0.0	0.0	2.65	0.0	0.55	0.37	0.0	0.45	0.0	0.0	0.36	0.35	0.0	0.0	0.0	1.36	0.7	0.65	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84	0.99	0.0
ENSG00000248993	ENSG00000248993	protein_coding	32937363	32953122	1.08	0.17	0.0	0.0	1.2	0.26	0.64	0.21	0.0	0.26	0.0	0.46	0.45	0.08	1.82	0.31	0.0	0.45	0.0	0.0	0.36	0.5	0.0	0.0	1.06	0.0	0.0	0.15	0.01	0.42	0.81	0.0
HLA-DMA	ENSG00000204257	protein_coding	32948612	32969094	0.8	0.39	0.75	0.0	0.52	1.67	0.27	0.49	0.19	0.21	0.36	0.25	0.23	0.66	2.05	0.31	0.27	1.31	0.45	0.5	0.46	0.56	0.1	0.64	1.1	0.0	0.1	0.25	1.3	0.69	1.05	0.38
BRD2	ENSG00000204256	protein_coding	32968593	32981505	0.0	0.0	0.0	0.0	0.26	0.0	0.31	0.2	0.16	0.0	0.16	0.0	0.0	0.0	0.06	0.0	0.06	0.45	0.31	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.73	0.0
ENSG00000223837	ENSG00000223837	lncRNA	32970231	32970886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000263756	ENSG00000263756	lncRNA	32972064	32972853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HLA-DOA	ENSG00000204252	protein_coding	33004181	33009591	21.45	28.64	10.69	10.64	25.92	23.08	17.04	18.82	17.75	13.47	9.12	5.9	22.26	1.96	30.37	6.45	23.15	17.06	9.06	16.8	19.73	19.74	3.15	7.84	37.15	3.02	6.98	11.73	37.9	19.37	29.68	6.89
HLA-DPA1	ENSG00000231389	protein_coding	33064568	33080775	1074.57	844.22	619.91	500.51	806.5	807.03	683.32	677.42	591.64	664.7	275.08	522.63	1023.81	302.5	1131.76	274.14	1278.5	915.49	501.6	725.85	849.51	928.03	179.12	594.98	1201.32	265.07	656.88	402.03	917.55	715.61	797.15	458.26
HLA-DPB1	ENSG00000223865	protein_coding	33075989	33089696	768.5	621.39	460.58	346.86	589.62	580.1	526.54	481.72	380.66	478.52	176.12	367.6	702.72	218.29	850.9	180.1	935.34	653.12	396.51	519.7	635.06	677.49	137.37	429.38	893.83	180.14	481.56	270.1	652.68	518.13	566.8	322.22
RPL32P1	ENSG00000224796	processed_pseudogene	33079450	33079860	998.85	830.34	618.91	477.8	756.2	761.6	722.36	723.93	544.19	672.18	265.76	485.14	964.43	293.97	1088.84	235.32	1195.07	836.71	479.62	655.9	817.96	930.13	206.87	578.72	1169.42	249.47	625.82	375.3	930.28	701.81	780.4	445.63
HLA-DPA2	ENSG00000231461	unprocessed_pseudogene	33091752	33097295	73.48	63.85	33.9	25.59	74.51	47.24	44.19	60.16	35.22	49.22	14.92	46.56	76.26	22.48	81.36	18.03	109.81	89.91	27.28	52.54	58.57	70.18	10.11	36.08	99.73	13.47	42.4	27.7	67.55	59.73	47.39	24.95
COL11A2P1	ENSG00000228688	unprocessed_pseudogene	33103793	33107330	47.19	36.7	20.46	18.96	30.32	35.37	32.86	27.77	18.08	23.46	9.18	20.0	26.57	14.86	54.43	6.61	39.72	43.39	25.33	16.08	22.62	38.09	1.35	13.49	51.14	11.27	40.13	16.56	30.18	37.3	53.02	22.45
ENSG00000291111	ENSG00000291111	lncRNA	33112439	33119163	250.06	184.04	146.86	110.14	188.34	174.91	129.65	147.71	102.43	165.34	48.94	119.4	241.19	54.53	285.46	52.89	333.38	234.62	121.47	165.46	218.36	218.61	31.84	137.96	296.52	50.44	147.14	94.65	211.48	163.95	167.46	79.6
HLA-DPB2	ENSG00000224557	transcribed_unprocessed_pseudogene	33112515	33129084	123.14	92.33	68.36	53.51	94.84	87.24	66.6	71.76	51.72	78.92	23.66	53.75	113.67	26.8	142.16	25.21	161.38	111.86	55.31	76.03	99.56	103.16	15.44	64.39	142.45	21.1	67.35	44.48	105.31	79.91	84.25	34.86
HLA-DPA3	ENSG00000237398	unprocessed_pseudogene	33131215	33143325	4.3	1.83	1.92	1.77	3.13	3.42	1.96	1.69	1.5	1.62	0.61	1.66	1.01	0.97	2.1	0.33	2.82	3.86	2.23	2.2	2.22	2.17	0.05	1.69	2.99	0.91	0.67	1.14	2.54	2.97	3.86	0.57
HCG24	ENSG00000230313	lncRNA	33144782	33147767	1.22	0.52	1.0	1.82	0.52	3.23	1.58	0.67	0.0	0.0	0.62	0.72	2.53	0.0	0.0	0.0	0.0	4.15	1.27	0.0	0.66	1.7	1.7	0.18	7.39	0.0	0.66	0.28	3.82	1.52	4.66	1.31
COL11A2	ENSG00000204248	protein_coding	33162680	33192499	0.86	0.32	0.18	0.06	0.36	0.29	0.45	0.47	0.2	0.17	0.0	0.23	0.16	0.0	0.44	0.0	0.51	0.0	0.0	0.11	0.56	0.25	0.0	0.0	0.11	0.0	0.0	0.07	0.31	0.21	0.21	0.02
